"","area","persona","Sexo","Edad","RelacionParentezco","Seguro_social","Estado_civil","Asiste_clases","Nivelinstruccion","Sabe_leer_escribir","Obtuvo_titulo","Autoidentificacion","Trabja","Actividad_hogar","Razon_notrabajo","Razon_covid","Horas_trabajo_semanal","Condicion_inactividad","Categoria_ocupacion","Tipo_trabajo","Años_trabajo","Numero_trabajo","Horas_trabajo_principal","Forma_Seguridad_social","Ingreso_transacciones_capital","Ingresos_jubilacion","Donaciones","Remesas","Recibe_Bono_DDHH","Monto_Bono_DDHH","Recibe_Bono_Discapacidad","Monto_Bono_Discapacidad","IngresoLaboral","Principal_motivo_desempleo","Condicion_actividad","Empleo","Desempleo","Sectores_empleados","Grupo_ocupacion","Rama_actividad","Nivel_instruccion","Categorias_edad","Ingreso_laboral","Ingresos_totales"
"3687"," Urbana ",1," Hombre ",67," Jefe "," IESS, seguro general "," Viudo(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",2,""," Cuenta Propia ","",13," Uno ",2," No aporta ",NA,800,NA,NA," No ",NA," No ",NA,"270","","Otro empleo no pleno","Población con empleo","","Sector Informal","Operadores de instalac. máquinas y montad.","H. Transporte y almacenamiento","Educación Básica","65 y más",270,1070
"3688"," Urbana ",1," Hombre ",51," Jefe "," Ninguno "," Casado(a) "," No "," Ninguno "," No ",""," Mestizo "," Si ","","","",11,""," Jornalero o peón "," Por jornal",25," Uno ",14," No aporta ",NA,NA,200,NA," No ",NA," No ",NA,"240","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","No Clasificados por Sector","Trabajadores no calificados, ocupaciones elementales","F. Construcción","Ninguno","40-64",240,440
"3689"," Urbana ",1," Hombre ",68," Jefe "," IESS, seguro general "," Casado(a) "," No "," Secundaria ","",""," Blanco "," Si ","","","",38,""," Cuenta Propia ","",13," Uno ",36," No aporta ",NA,780,NA,NA," No ",NA," No ",NA,"400","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajadores no calificados, ocupaciones elementales","H. Transporte y almacenamiento","Educación Media/Bachillerato","65 y más",400,1180
"3690"," Urbana ",1," Mujer ",61," Jefe "," Ninguno "," Separado(a) "," No "," Secundaria ","",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Ama de casa ","","",NA,"",NA," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","40-64",NA,NA
"3691"," Urbana ",1," Hombre ",64," Jefe "," Ninguno "," Unión libre "," No "," Secundaria ","",""," Mestizo "," Si ","","","",38,""," Cuenta Propia ","",14," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"480","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","F. Construcción","Educación Media/Bachillerato","40-64",480,480
"3692"," Urbana ",1," Mujer ",48," Jefe "," IESS, seguro general "," Viudo(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",10,""," Empleado(a) Doméstico(a) ","Con contrato permanente / indefinido / estable o de planta",8," Uno ",36," No aporta ",NA,420,NA,NA," No ",NA," No ",NA,"300","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Empleo Doméstico","Trabajadores no calificados, ocupaciones elementales","T  Actividades en hogares privados con servicio doméstico","Educación Básica","40-64",300,720
"3693"," Urbana ",1," Hombre ",38," Jefe "," Ninguno "," Unión libre "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",32,""," Cuenta Propia ","",8," Uno ",36," No aporta ",NA,NA,140,NA," No ",NA," No ",NA,"250","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","R. Artes, entretenimiento y recreación","Educación Básica","25-39",250,390
"3694"," Urbana ",1," Hombre ",45," Jefe "," Ninguno "," Separado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",6,""," Cuenta Propia ","",57," Uno ",25," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"200","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Oficiales operarios y artesanos","F. Construcción","Educación Básica","40-64",200,200
"3695"," Urbana ",1," Hombre ",53," Jefe "," IESS, seguro general "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",60,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",22," Uno ",58," IESS General ",NA,NA,150,NA," No ",NA," No ",NA,"1170","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Operadores de instalac. máquinas y montad.","C. Industrias manufactureras","Educación Media/Bachillerato","40-64",1170,1320
"3696"," Urbana ",1," Hombre ",35," Jefe "," IESS, seguro general "," Unión libre "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",38,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",4," Uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"845","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","C. Industrias manufactureras","Educación Básica","25-39",845,845
"3697"," Urbana ",1," Hombre ",53," Jefe "," Ninguno "," Unión libre "," No "," Secundaria ","",""," Mestizo "," Si ","","","",46,""," Cuenta Propia ","",3," Uno ",44," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"No informa","","Empleo no clasificado","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","G. Comercio, reparación vehículos","Educación Media/Bachillerato","40-64",NA,NA
"3698"," Urbana ",1," Hombre ",57," Jefe "," IESS, seguro general "," Divorciado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",21,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",11," Uno ",19," IESS General ",NA,NA,200,NA," No ",NA," No ",NA,"371","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Formal","Operadores de instalac. máquinas y montad.","H. Transporte y almacenamiento","Superior","40-64",371,571
"3699"," Urbana ",1," Hombre ",46," Jefe "," IESS, seguro general "," Casado(a) "," Si "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",46,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",15," Uno ",44," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"1000","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","G. Comercio, reparación vehículos","Superior","40-64",1000,1000
"3700"," Urbana ",1," Hombre ",50," Jefe "," IESS, seguro general "," Casado(a) "," No "," Superior Universitario ",""," Si "," Mestizo "," Si ","","","",55,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",35," Uno ",53," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"1309","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Empleados de oficina","H. Transporte y almacenamiento","Superior","40-64",1309,1309
"3701"," Urbana ",1," Hombre ",69," Jefe "," IESS, seguro general "," Separado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",6,""," Cuenta Propia ","",36," Uno ",9," No aporta ",NA,300,60,NA," No ",NA," No ",NA,"115","","Otro empleo no pleno","Población con empleo","","Sector Informal","Oficiales operarios y artesanos","S. Otras actividades de servicios","Educación Básica","65 y más",115,475
"3702"," Urbana ",1," Hombre ",68," Jefe "," IESS, seguro general "," Unión libre "," No "," Superior Universitario ",""," No "," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Rentista ","","",NA,"",NA," No aporta ",400,460,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Superior","65 y más",NA,860
"3703"," Urbana ",1," Mujer ",48," Jefe "," IESS, seguro general "," Separado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",38,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",23," Uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"No informa","","Empleo no clasificado","Población con empleo","","Sector Formal","Empleados de oficina","G. Comercio, reparación vehículos","Educación Media/Bachillerato","40-64",NA,NA
"3704"," Urbana ",1," Hombre ",61," Jefe "," IESS, seguro general "," Casado(a) "," No "," Post-grado ",""," Si "," Mestizo "," Si ","","","",16,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",19," Más de uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"2700","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Profesionales científicos e intelectuales","P. Enseñanza","Superior","40-64",2700,2700
"3705"," Urbana ",1," Hombre ",46," Jefe "," Ninguno "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",38,""," Cuenta Propia ","",14," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"900","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","G. Comercio, reparación vehículos","Educación Media/Bachillerato","40-64",900,900
"3706"," Urbana ",1," Mujer ",64," Jefe "," IESS, seguro general "," Casado(a) "," No "," Superior Universitario ",""," Si "," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,900,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Superior","40-64",NA,900
"3707"," Urbana ",1," Mujer ",48," Jefe "," IESS, seguro general "," Unión libre "," No "," Secundaria ","",""," Mestizo "," Si ","","","",38,""," Patrono ","",14," Uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"2100","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Personal direct./admin. pública y empresas","G. Comercio, reparación vehículos","Educación Media/Bachillerato","40-64",2100,2100
"3708"," Urbana ",1," Mujer ",49," Jefe "," IESS, seguro general voluntario "," Unión libre "," No "," Superior Universitario ",""," Si "," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Ama de casa ","","",NA,"",NA," IESS Voluntario ",NA,NA,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Superior","40-64",NA,NA
"3709"," Urbana ",1," Mujer ",76," Jefe "," IESS, seguro general "," Viudo(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,190,600,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","65 y más",NA,790
"3710"," Urbana ",1," Mujer ",50," Jefe "," Ninguno "," Divorciado(a) "," No "," Post-grado ",""," Si "," Mestizo "," Si ","","","",38,""," Cuenta Propia ","",14," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"2000","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Profesionales científicos e intelectuales","M. Actividades profesionales, científicas y técnicas","Superior","40-64",2000,2000
"3711"," Urbana ",1," Mujer ",40," Jefe "," Ninguno "," Viudo(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",60,""," Cuenta Propia ","",46," Más de uno ",52," No aporta ",NA,NA,50,NA," Si ",50," No ",NA,"130","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","G. Comercio, reparación vehículos","Educación Básica","40-64",130,230
"3712"," Urbana ",1," Mujer ",58," Jefe "," Ninguno "," Soltero(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Ama de casa ","","",NA,"",NA," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","40-64",NA,NA
"3713"," Urbana ",1," Hombre ",37," Jefe "," Ninguno "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",20,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",13," Uno ",33," No aporta ",NA,NA,200,NA," No ",NA," No ",NA,"310","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","I. Actividades de alojamiento y servicios de comida","Educación Media/Bachillerato","25-39",310,510
"3714"," Urbana ",1," Hombre ",35," Jefe "," IESS, seguro general "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",46,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",46," Uno ",44," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"2250","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Empleados de oficina","C. Industrias manufactureras","Educación Media/Bachillerato","25-39",2250,2250
"3715"," Urbana ",1," Hombre ",45," Jefe "," IESS, seguro general "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",46,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",14," Uno ",44," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"1066","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Operadores de instalac. máquinas y montad.","H. Transporte y almacenamiento","Educación Media/Bachillerato","40-64",1066,1066
"3716"," Urbana ",1," Hombre ",48," Jefe "," Ninguno "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",46,""," Cuenta Propia ","",5," Uno ",44," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"250","","Otro empleo no pleno","Población con empleo","","Sector Informal","Operadores de instalac. máquinas y montad.","H. Transporte y almacenamiento","Educación Básica","40-64",250,250
"3717"," Urbana ",1," Mujer ",59," Jefe "," Ninguno "," Soltero(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",10,""," Cuenta Propia ","",3," Uno ",10," No aporta ",NA,NA,50,NA," No ",NA," No ",NA,"40","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Oficiales operarios y artesanos","S. Otras actividades de servicios","Educación Básica","40-64",40,90
"3718"," Urbana ",1," Hombre ",72," Jefe "," IESS, seguro general "," Unión libre "," No "," Secundaria ","",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,1100,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Media/Bachillerato","65 y más",NA,1100
"3719"," Urbana ",1," Mujer ",54," Jefe "," Ninguno "," Separado(a) "," No "," Secundaria ","",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Ama de casa ","","",NA,"",NA," No aporta ",NA,NA,250,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Media/Bachillerato","40-64",NA,250
"3720"," Urbana ",1," Mujer ",39," Jefe "," IESS, seguro general "," Soltero(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",38,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",3," Uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"880","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Técnicos y profesionales de nivel medio","C. Industrias manufactureras","Educación Media/Bachillerato","25-39",880,880
"3721"," Urbana ",1," Hombre ",41," Jefe "," IESS, seguro general "," Casado(a) "," No "," Secundaria ","",""," Blanco "," Si ","","","",46,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",9," Uno ",44," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"839","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","C. Industrias manufactureras","Educación Media/Bachillerato","40-64",839,839
"3722"," Urbana ",1," Hombre ",58," Jefe "," Ninguno "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",46,""," Empleado privado "," Con contrato temporal, ocasional o eventual",1," Uno ",44," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"330","","Otro empleo no pleno","Población con empleo","","Sector Formal","Trabajadores no calificados, ocupaciones elementales","G. Comercio, reparación vehículos","Educación Media/Bachillerato","40-64",330,330
"3723"," Urbana ",1," Mujer ",54," Jefe "," Ninguno "," Unión libre "," No "," Secundaria ","",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Ama de casa ","","",NA,"",NA," No aporta ",NA,NA,30,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Media/Bachillerato","40-64",NA,30
"3724"," Urbana ",1," Hombre ",59," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Incapacitado ","","",NA,"",NA," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","40-64",NA,NA
"3725"," Urbana ",1," Mujer ",46," Jefe "," Ninguno "," Viudo(a) "," No "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",10,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",13," Uno ",9," No aporta ",NA,NA,50,NA," No ",NA," No ",NA,"160","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Formal","Empleados de oficina","H. Transporte y almacenamiento","Superior","40-64",160,210
"3726"," Urbana ",1," Hombre ",43," Jefe "," Ninguno "," Casado(a) "," Si "," Educación Básica "," Si ",""," Mestizo "," Si ","","","",27,""," Cuenta Propia ","",8," Uno ",27," No aporta ",NA,NA,NA,100," No ",NA," No ",NA,"250","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Trabajad. de los servicios y comerciantes","S. Otras actividades de servicios","Educación Básica","40-64",250,350
"3727"," Urbana ",1," Hombre ",58," Jefe "," Ninguno "," Casado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",46,""," Cuenta Propia ","",5," Uno ",44," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"650","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","G. Comercio, reparación vehículos","Superior","40-64",650,650
"3728"," Urbana ",1," Mujer ",57," Jefe "," Ninguno "," Separado(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Ama de casa ","","",NA,"",NA," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","40-64",NA,NA
"3729"," Urbana ",1," Hombre ",40," Jefe "," IESS, seguro general "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",46,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",3," Uno ",44," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"1189","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","C. Industrias manufactureras","Educación Básica","40-64",1189,1189
"3730"," Urbana ",1," Hombre ",40," Jefe "," IESS, seguro general "," Casado(a) "," No "," Superior Universitario ",""," Si "," Mestizo "," Si ","","","",46,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",14," Uno ",44," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"2701","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Profesionales científicos e intelectuales","G. Comercio, reparación vehículos","Superior","40-64",2701,2701
"3731"," Urbana ",1," Hombre ",46," Jefe "," Ninguno "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",27,""," Cuenta Propia ","",2," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"200","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Operadores de instalac. máquinas y montad.","H. Transporte y almacenamiento","Educación Media/Bachillerato","40-64",200,200
"3732"," Urbana ",1," Mujer ",58," Jefe "," Ninguno "," Separado(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Ama de casa ","","",NA,"",NA," No aporta ",NA,NA,150,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","40-64",NA,150
"3733"," Urbana ",1," Hombre ",30," Jefe "," Ninguno "," Soltero(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",20,""," Jornalero o peón "," Por jornal",3," Uno ",18," No aporta ",NA,NA,80,NA," No ",NA," No ",NA,"100","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","F. Construcción","Educación Media/Bachillerato","25-39",100,180
"3734"," Urbana ",1," Mujer ",57," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",27,""," Cuenta Propia ","",13," Uno ",25," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"160","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","G. Comercio, reparación vehículos","Educación Básica","40-64",160,160
"3735"," Urbana ",1," Hombre ",69," Jefe "," Ninguno "," Soltero(a) "," No "," Superior Universitario ",""," Si "," Blanco "," Si ","","","",38,""," Cuenta Propia ","",9," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"100","","Otro empleo no pleno","Población con empleo","","Sector Informal","Profesionales científicos e intelectuales","M. Actividades profesionales, científicas y técnicas","Superior","65 y más",100,100
"3736"," Urbana ",1," Mujer ",62," Jefe "," Ninguno "," Viudo(a) "," No "," Secundaria ","",""," Montuvio "," No "," No realizó ninguna actividad ","","",NA," Ama de casa ","","",NA,"",NA," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","40-64",NA,NA
"3737"," Urbana ",1," Hombre ",54," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",23,""," Trabajador del hogar no remunerado ","",1," Más de uno ",18," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"20","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Trabajad. de los servicios y comerciantes","G. Comercio, reparación vehículos","Educación Básica","40-64",20,20
"3738"," Urbana ",1," Hombre ",50," Jefe "," IESS, seguro general "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",46,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",20," Uno ",44," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"800","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","N. Actividades y servicios administrativos y de apoyo","Educación Media/Bachillerato","40-64",800,800
"3739"," Urbana ",1," Mujer ",48," Jefe "," Ninguno "," Separado(a) "," No "," Primaria "," No ",""," Mestizo "," Si ","","","",20,""," Empleado(a) Doméstico(a) "," Con contrato temporal, ocasional o eventual",10," Uno ",18," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"236","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Empleo Doméstico","Trabajadores no calificados, ocupaciones elementales","T  Actividades en hogares privados con servicio doméstico","Educación Básica","40-64",236,236
"3740"," Urbana ",1," Hombre ",52," Jefe "," Ninguno "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",76,""," Jornalero o peón "," Por jornal",8," Uno ",27," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"220","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","No Clasificados por Sector","Trabajadores no calificados, ocupaciones elementales","F. Construcción","Educación Básica","40-64",220,220
"3741"," Urbana ",1," Hombre ",46," Jefe "," Ninguno "," Unión libre "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",38,""," Jornalero o peón "," Por jornal",77," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"400","","Empleo Adecuado/Pleno","Población con empleo","","No Clasificados por Sector","Oficiales operarios y artesanos","F. Construcción","Educación Básica","40-64",400,400
"3742"," Urbana ",1," Mujer ",35," Jefe "," Ninguno "," Separado(a) "," No "," Secundaria ","",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Ama de casa ","","",NA,"",NA," No aporta ",NA,NA,80,NA," Si ",50," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Media/Bachillerato","25-39",NA,130
"3743"," Urbana ",1," Hombre ",33," Jefe "," Ninguno "," Separado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",46,""," Cuenta Propia ","",13," Uno ",44," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"300","","Otro empleo no pleno","Población con empleo","","Sector Informal","Operadores de instalac. máquinas y montad.","H. Transporte y almacenamiento","Educación Media/Bachillerato","25-39",300,300
"3744"," Urbana ",1," Hombre ",43," Jefe "," Ninguno "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",34,""," Cuenta Propia ","",3," Más de uno ",10," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"350","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Oficiales operarios y artesanos","F. Construcción","Educación Media/Bachillerato","40-64",350,350
"3745"," Urbana ",1," Hombre ",48," Jefe "," Ninguno "," Unión libre "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",27,""," Cuenta Propia ","",2," Uno ",27," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"240","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Trabajad. de los servicios y comerciantes","G. Comercio, reparación vehículos","Educación Básica","40-64",240,240
"3746"," Urbana ",1," Hombre ",67," Jefe "," IESS, seguro general "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,545,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","65 y más",NA,545
"3747"," Urbana ",1," Mujer ",54," Jefe "," Ninguno "," Viudo(a) "," No "," Secundaria ","",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Ama de casa ","","",NA,"",NA," No aporta ",NA,NA,50,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","40-64",NA,50
"3748"," Urbana ",1," Hombre ",67," Jefe "," Ninguno "," Separado(a) "," No "," Primaria "," No ",""," Mestizo "," Si ","","","",16,""," Cuenta Propia ","",25," Uno ",25," No aporta ",NA,NA,10,NA," No ",NA," No ",NA,"65","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Oficiales operarios y artesanos","G. Comercio, reparación vehículos","Educación Básica","65 y más",65,75
"3749"," Urbana ",1," Hombre ",60," Jefe "," IESS, seguro general "," Casado(a) "," No "," Ninguno "," No ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,388,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Ninguno","40-64",NA,388
"3750"," Urbana ",1," Mujer ",73," Jefe "," IESS, seguro general "," Viudo(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,220,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","65 y más",NA,220
"3751"," Urbana ",1," Hombre ",41," Jefe "," Ninguno "," Soltero(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",59,""," Cuenta Propia ","",14," Uno ",25," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"200","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","S. Otras actividades de servicios","Educación Media/Bachillerato","40-64",200,200
